UserID,R,S,R_l
U85972,N55689 N6693,N55689,"['N55689', 'N6693']"
U46126,N55689 N35729,N55689,"['N55689', 'N35729']"
U47860,N16920 N54489 N50675 N36789,N50675,"['N16920', 'N54489', 'N50675', 'N36789']"
U21836,N61022 N21882 N49279,N49279,"['N61022', 'N21882', 'N49279']"
U32999,N12493 N64851,N12493,"['N12493', 'N64851']"
U71892,N58363 N40839 N42634 N63970,N63970,"['N58363', 'N40839', 'N42634', 'N63970']"
U24298,N51048 N39010 N64094,N51048,"['N51048', 'N39010', 'N64094']"
U71256,N39010 N287,N287,"['N39010', 'N287']"
U51236,N35729 N55689,N55689,"['N35729', 'N55689']"
U71062,N35729 N55689,N55689,"['N35729', 'N55689']"
U85968,N47020 N36752 N1034,N1034,"['N47020', 'N36752', 'N1034']"
U75575,N27581 N35729 N33632 N49685,N49685,"['N27581', 'N35729', 'N33632', 'N49685']"
U10438,N43502 N21707 N55204 N52622 N59981,N21707,"['N43502', 'N21707', 'N55204', 'N52622', 'N59981']"
U3202,N51398 N27845 N41881,N41881,"['N51398', 'N27845', 'N41881']"
U86726,N35729 N27581 N33632,N33632,"['N35729', 'N27581', 'N33632']"
U26924,N35729 N57090 N33632 N27581,N33632,"['N35729', 'N57090', 'N33632', 'N27581']"
U28145,N55204 N55689 N13930,N55689,"['N55204', 'N55689', 'N13930']"
U53358,N63970 N58363,N58363,"['N63970', 'N58363']"
U7504,N55204 N55689 N53585 N52622,N53585,"['N55204', 'N55689', 'N53585', 'N52622']"
U8699,N56193 N49685 N35729 N48759,N56193,"['N56193', 'N49685', 'N35729', 'N48759']"
U41216,N36837 N39471 N44540 N3161,N3161,"['N36837', 'N39471', 'N44540', 'N3161']"
U91972,N4642 N35161,N35161,"['N4642', 'N35161']"
U67827,N7319 N63970,N7319,"['N7319', 'N63970']"
U83550,N35729 N55689 N27581 N6693,N35729,"['N35729', 'N55689', 'N27581', 'N6693']"
U63032,N56214 N51048 N4642 N36221,N56214,"['N56214', 'N51048', 'N4642', 'N36221']"
U86059,N33619 N7319 N50675 N49180,N33619,"['N33619', 'N7319', 'N50675', 'N49180']"
U84783,N55689 N6693,N55689,"['N55689', 'N6693']"
U56126,N14184 N50675 N33619 N7319,N33619,"['N14184', 'N50675', 'N33619', 'N7319']"
U54630,N287 N47061,N287,"['N287', 'N47061']"
U47150,N33501 N25295,N25295,"['N33501', 'N25295']"
U81145,N49685 N36681 N57651,N49685,"['N49685', 'N36681', 'N57651']"
U74692,N58363 N40839 N42634 N63970,N63970,"['N58363', 'N40839', 'N42634', 'N63970']"
U61601,N7319 N49180 N33619 N50675,N33619,"['N7319', 'N49180', 'N33619', 'N50675']"
U13897,N6890 N20495,N6890,"['N6890', 'N20495']"
U81019,N59981 N35729 N55689 N7809,N35729,"['N59981', 'N35729', 'N55689', 'N7809']"
U13601,N55689 N35729,N55689,"['N55689', 'N35729']"
U82483,N47020 N1034 N36752,N1034,"['N47020', 'N1034', 'N36752']"
U40752,N62360 N63970 N20069 N41020,N63970,"['N62360', 'N63970', 'N20069', 'N41020']"
U17986,N39010 N1940 N287,N287,"['N39010', 'N1940', 'N287']"
U85108,N56243 N962 N48473 N52122,N52122,"['N56243', 'N962', 'N48473', 'N52122']"
U3603,N63970 N42634 N62360 N40839,N63970,"['N63970', 'N42634', 'N62360', 'N40839']"
U90887,N40109 N50872,N40109,"['N40109', 'N50872']"
U81596,N58363 N63970,N58363,"['N58363', 'N63970']"
U16326,N1228 N57032 N59267 N19661 N40109,N19661,"['N1228', 'N57032', 'N59267', 'N19661', 'N40109']"
U10233,N39010 N287 N47061 N51048,N39010,"['N39010', 'N287', 'N47061', 'N51048']"
U83270,N13930 N55689 N53585,N53585,"['N13930', 'N55689', 'N53585']"
U82214,N41881 N54634,N41881,"['N41881', 'N54634']"
U49035,N33619 N50675 N23429,N23429,"['N33619', 'N50675', 'N23429']"
U8822,N55689 N53585,N53585,"['N55689', 'N53585']"
U82189,N46029 N23414 N54489,N54489,"['N46029', 'N23414', 'N54489']"
U58079,N55204 N53585 N55689,N53585,"['N55204', 'N53585', 'N55689']"
U60262,N287 N47061,N287,"['N287', 'N47061']"
U35310,N35729 N55689,N55689,"['N35729', 'N55689']"
U55063,N63970 N40839 N64851 N58363,N63970,"['N63970', 'N40839', 'N64851', 'N58363']"
U7202,N56211 N52867 N41934 N27737 N61233,N56211,"['N56211', 'N52867', 'N41934', 'N27737', 'N61233']"
U50393,N61595 N14478,N14478,"['N61595', 'N14478']"
U14411,N41881 N27845,N41881,"['N41881', 'N27845']"
U20398,N62933 N26944,N62933,"['N62933', 'N26944']"
U91265,N27581 N35729 N6693,N6693,"['N27581', 'N35729', 'N6693']"
U29979,N62093 N49685,N62093,"['N62093', 'N49685']"
U74591,N47020 N1034 N23548,N1034,"['N47020', 'N1034', 'N23548']"
U85516,N27581 N42961 N35729 N55689,N35729,"['N27581', 'N42961', 'N35729', 'N55689']"
U54648,N46917 N60750,N60750,"['N46917', 'N60750']"
U72489,N29735 N64543 N57032,N29735,"['N29735', 'N64543', 'N57032']"
U7942,N64851 N63970 N58363,N58363,"['N64851', 'N63970', 'N58363']"
U68093,N63970 N58363,N63970,"['N63970', 'N58363']"
U27198,N1034 N29218 N47020 N36752 N8929,N36752,"['N1034', 'N29218', 'N47020', 'N36752', 'N8929']"
U61107,N19661 N50872,N19661,"['N19661', 'N50872']"
U92450,N55689 N27581 N35729 N42961,N35729,"['N55689', 'N27581', 'N35729', 'N42961']"
U19895,N61233 N61740 N56211 N48487 N41934,N61233,"['N61233', 'N61740', 'N56211', 'N48487', 'N41934']"
U37527,N24111 N62360 N41020 N63970,N63970,"['N24111', 'N62360', 'N41020', 'N63970']"
U4473,N41020 N49180 N33619,N33619,"['N41020', 'N49180', 'N33619']"
U10764,N42977 N12029,N12029,"['N42977', 'N12029']"
U29117,N35729 N57090 N33632 N27581,N33632,"['N35729', 'N57090', 'N33632', 'N27581']"
U10201,N6693 N55689,N55689,"['N6693', 'N55689']"
U7928,N53585 N55689 N55204,N53585,"['N53585', 'N55689', 'N55204']"
U29373,N3491 N50135 N41881,N41881,"['N3491', 'N50135', 'N41881']"
U44141,N24759 N49279,N49279,"['N24759', 'N49279']"
U57730,N64094 N287 N51048 N39010,N39010,"['N64094', 'N287', 'N51048', 'N39010']"
U38104,N12029 N33885,N12029,"['N12029', 'N33885']"
U53211,N7319 N63970,N63970,"['N7319', 'N63970']"
U55137,N7821 N33885 N17059 N12029,N12029,"['N7821', 'N33885', 'N17059', 'N12029']"
U2929,N47652 N51253 N50872,N47652,"['N47652', 'N51253', 'N50872']"
U72517,N52867 N61233 N56211 N41934,N61233,"['N52867', 'N61233', 'N56211', 'N41934']"
U38215,N27845 N51398 N41881 N52000,N41881,"['N27845', 'N51398', 'N41881', 'N52000']"
U70377,N19092 N20495,N20495,"['N19092', 'N20495']"
U67276,N56193 N64542 N28047 N49685,N28047,"['N56193', 'N64542', 'N28047', 'N49685']"
U76294,N41020 N62360 N7319 N52122,N52122,"['N41020', 'N62360', 'N7319', 'N52122']"
U58800,N11702 N61022 N21882,N61022,"['N11702', 'N61022', 'N21882']"
U7072,N7866 N53585 N56598,N7866,"['N7866', 'N53585', 'N56598']"
U35296,N55689 N13930 N53585 N38662 N55204,N13930,"['N55689', 'N13930', 'N53585', 'N38662', 'N55204']"
U4677,N27845 N41881,N41881,"['N27845', 'N41881']"
U14101,N58363 N40839 N42634 N63970,N58363,"['N58363', 'N40839', 'N42634', 'N63970']"
U16299,N33619 N7319 N41020 N49180,N33619,"['N33619', 'N7319', 'N41020', 'N49180']"
U74283,N53696 N50675 N64542 N2869,N2869,"['N53696', 'N50675', 'N64542', 'N2869']"
U54806,N64851 N17059 N49200 N40380,N17059,"['N64851', 'N17059', 'N49200', 'N40380']"
U4744,N55555 N4021 N64543 N42457 N58660,N58660,"['N55555', 'N4021', 'N64543', 'N42457', 'N58660']"
U74762,N20495 N33885,N33885,"['N20495', 'N33885']"
U78796,N33885 N20495,N33885,"['N33885', 'N20495']"
U87993,N3491 N27845 N41881 N60374,N3491,"['N3491', 'N27845', 'N41881', 'N60374']"
U10475,N453 N33619 N20079 N50675,N33619,"['N453', 'N33619', 'N20079', 'N50675']"
U88199,N41020 N7319 N52122 N62360,N52122,"['N41020', 'N7319', 'N52122', 'N62360']"
U14397,N49685 N33632,N49685,"['N49685', 'N33632']"
U92973,N1228 N59267 N57032 N50872 N19661,N19661,"['N1228', 'N59267', 'N57032', 'N50872', 'N19661']"
U58045,N23414 N53585 N55689,N55689,"['N23414', 'N53585', 'N55689']"
U22684,N58363 N64851 N63970 N12493,N12493,"['N58363', 'N64851', 'N63970', 'N12493']"
U31861,N34185 N50872 N40109 N38779 N19661,N40109,"['N34185', 'N50872', 'N40109', 'N38779', 'N19661']"
U14627,N56214 N4642 N51048 N8509,N51048,"['N56214', 'N4642', 'N51048', 'N8509']"
U15395,N23414 N55689 N13930,N23414,"['N23414', 'N55689', 'N13930']"
U81816,N55689 N55204 N38662 N13930 N23414,N13930,"['N55689', 'N55204', 'N38662', 'N13930', 'N23414']"
U63996,N20495 N7821 N33677 N33885,N20495,"['N20495', 'N7821', 'N33677', 'N33885']"
U50920,N15160 N64513 N49279 N21882 N61022,N49279,"['N15160', 'N64513', 'N49279', 'N21882', 'N61022']"
U14815,N33632 N27581 N57090 N35729,N35729,"['N33632', 'N27581', 'N57090', 'N35729']"
U93904,N63970 N58363,N58363,"['N63970', 'N58363']"
U46652,N40109 N51570 N38779 N23446 N50872,N51570,"['N40109', 'N51570', 'N38779', 'N23446', 'N50872']"
U41654,N63970 N58363,N58363,"['N63970', 'N58363']"
U11496,N12493 N58363 N63970 N64851,N12493,"['N12493', 'N58363', 'N63970', 'N64851']"
U47785,N23414 N46029 N54489 N55207,N23414,"['N23414', 'N46029', 'N54489', 'N55207']"
U84670,N55689 N45270 N59981 N21707 N55204,N45270,"['N55689', 'N45270', 'N59981', 'N21707', 'N55204']"
U55439,N52622 N35729 N55689 N53585,N52622,"['N52622', 'N35729', 'N55689', 'N53585']"
U62084,N62360 N52122 N7319 N63970,N63970,"['N62360', 'N52122', 'N7319', 'N63970']"
U49839,N41881 N27845 N52000 N51398,N41881,"['N41881', 'N27845', 'N52000', 'N51398']"
U39583,N55204 N53585 N55689 N52622,N55689,"['N55204', 'N53585', 'N55689', 'N52622']"
U7031,N49279 N44651 N61022,N49279,"['N49279', 'N44651', 'N61022']"
U55203,N23414 N13930 N38662 N55204 N55689,N23414 N13930,"['N23414', 'N13930', 'N38662', 'N55204', 'N55689']"
U73815,N20079 N33619,N20079,"['N20079', 'N33619']"
U59849,N7319 N63970 N62360 N24111,N63970,"['N7319', 'N63970', 'N62360', 'N24111']"
U91195,N55204 N55689 N45270,N55204,"['N55204', 'N55689', 'N45270']"
U45177,N54489 N16920 N50675 N36789,N36789,"['N54489', 'N16920', 'N50675', 'N36789']"
U72956,N6477 N23446 N40109 N29212 N38779,N38779,"['N6477', 'N23446', 'N40109', 'N29212', 'N38779']"
U67341,N19092 N6890 N33885 N20495,N20495,"['N19092', 'N6890', 'N33885', 'N20495']"
U82043,N39010 N287,N287,"['N39010', 'N287']"
U60661,N30998 N59981 N43502,N30998,"['N30998', 'N59981', 'N43502']"
U45891,N55689 N6693,N55689,"['N55689', 'N6693']"
U4593,N55689 N55204 N53585,N53585,"['N55689', 'N55204', 'N53585']"
U82129,N61233 N41934 N61740 N56211 N48487,N41934,"['N61233', 'N41934', 'N61740', 'N56211', 'N48487']"
U91219,N64916 N61022 N61768 N57097,N61022,"['N64916', 'N61022', 'N61768', 'N57097']"
U87622,N62762 N17357,N17357,"['N62762', 'N17357']"
U50650,N55689 N53585,N53585,"['N55689', 'N53585']"
U92723,N50675 N33619,N33619,"['N50675', 'N33619']"
U31942,N33828 N1228 N61233 N19661,N33828,"['N33828', 'N1228', 'N61233', 'N19661']"
U26550,N53585 N55689,N53585,"['N53585', 'N55689']"
U70912,N63970 N40839 N58363 N22339 N64851,N63970,"['N63970', 'N40839', 'N58363', 'N22339', 'N64851']"
U28963,N61032 N4510 N4642 N20746,N4642,"['N61032', 'N4510', 'N4642', 'N20746']"
U16119,N52622 N55204 N53585 N55689,N55689,"['N52622', 'N55204', 'N53585', 'N55689']"
U93841,N154 N56598 N55689,N55689,"['N154', 'N56598', 'N55689']"
U15479,N61740 N41934 N61233 N56211 N48487,N41934,"['N61740', 'N41934', 'N61233', 'N56211', 'N48487']"
U10855,N13930 N38662 N55204 N23414 N55689,N23414,"['N13930', 'N38662', 'N55204', 'N23414', 'N55689']"
U83056,N58363 N27560 N40839 N63970,N58363,"['N58363', 'N27560', 'N40839', 'N63970']"
U17171,N50872 N64174 N40109,N40109,"['N50872', 'N64174', 'N40109']"
U60395,N27845 N41881,N27845,"['N27845', 'N41881']"
U83087,N55689 N6693,N55689,"['N55689', 'N6693']"
U37015,N49685 N64542 N62093,N49685,"['N49685', 'N64542', 'N62093']"
U1529,N6693 N35729,N6693,"['N6693', 'N35729']"
U48492,N59390 N61185 N61022 N49279,N49279,"['N59390', 'N61185', 'N61022', 'N49279']"
U34704,N55689 N21707 N53585 N35729,N55689,"['N55689', 'N21707', 'N53585', 'N35729']"
U5151,N27581 N55689 N35729 N6693,N55689,"['N27581', 'N55689', 'N35729', 'N6693']"
U40861,N20079 N50675 N33619 N47578,N20079,"['N20079', 'N50675', 'N33619', 'N47578']"
U21929,N23184 N4642,N23184,"['N23184', 'N4642']"
U73344,N33885 N20495,N33885,"['N33885', 'N20495']"
U60191,N27560 N40839 N58363 N63970,N58363,"['N27560', 'N40839', 'N58363', 'N63970']"
U78702,N42961 N27581 N35729 N13801,N35729,"['N42961', 'N27581', 'N35729', 'N13801']"
U89286,N47061 N42977 N20076 N13579,N42977,"['N47061', 'N42977', 'N20076', 'N13579']"
U36919,N20079 N50675 N47578 N33619,N33619,"['N20079', 'N50675', 'N47578', 'N33619']"
U47353,N41020 N7319 N33619 N49180,N33619,"['N41020', 'N7319', 'N33619', 'N49180']"
U75297,N62093 N49685 N64542,N49685,"['N62093', 'N49685', 'N64542']"
U9710,N33619 N50675 N14184 N7319,N33619,"['N33619', 'N50675', 'N14184', 'N7319']"
U83578,N55689 N53585 N55204 N52622,N53585,"['N55689', 'N53585', 'N55204', 'N52622']"
U2025,N51398 N27845 N41881,N41881,"['N51398', 'N27845', 'N41881']"
U21568,N40109 N8015 N64174 N23877 N50872,N23877,"['N40109', 'N8015', 'N64174', 'N23877', 'N50872']"
U58409,N57651 N49685 N36681,N49685,"['N57651', 'N49685', 'N36681']"
U22307,N7319 N52122 N63970 N62360,N63970,"['N7319', 'N52122', 'N63970', 'N62360']"
U48381,N55689 N35729,N35729,"['N55689', 'N35729']"
U29388,N50675 N20079 N47578 N33619,N20079,"['N50675', 'N20079', 'N47578', 'N33619']"
U88109,N33885 N20495,N33885,"['N33885', 'N20495']"
U8983,N49180 N41020 N33619 N7319,N33619,"['N49180', 'N41020', 'N33619', 'N7319']"
U57616,N16920 N23429 N36789 N33619 N50675,N33619,"['N16920', 'N23429', 'N36789', 'N33619', 'N50675']"
U28582,N51048 N53848,N53848,"['N51048', 'N53848']"
U90067,N41178 N24272 N25764 N39115,N24272,"['N41178', 'N24272', 'N25764', 'N39115']"
U80495,N13930 N23414 N53585 N55204 N55689,N53585,"['N13930', 'N23414', 'N53585', 'N55204', 'N55689']"
U49336,N55689 N59981 N7809 N35729,N35729,"['N55689', 'N59981', 'N7809', 'N35729']"
U90190,N38779 N23446 N40109 N29212,N38779,"['N38779', 'N23446', 'N40109', 'N29212']"
U35485,N45266 N47061 N20076 N35170,N20076,"['N45266', 'N47061', 'N20076', 'N35170']"
U36925,N27581 N55689 N35729 N42961,N35729,"['N27581', 'N55689', 'N35729', 'N42961']"
U52106,N49279 N21882,N49279,"['N49279', 'N21882']"
U60500,N35815 N50872,N35815,"['N35815', 'N50872']"
U30869,N50329 N41881,N41881,"['N50329', 'N41881']"
U8502,N16920 N33619 N23429 N64152 N50675,N23429,"['N16920', 'N33619', 'N23429', 'N64152', 'N50675']"
U21969,N49685 N33632,N33632,"['N49685', 'N33632']"
U61315,N2235 N50055,N2235,"['N2235', 'N50055']"
U56298,N16920 N33619 N50675 N62395,N50675,"['N16920', 'N33619', 'N50675', 'N62395']"
U10185,N55689 N55204 N53585,N55689,"['N55689', 'N55204', 'N53585']"
U6797,N36712 N24686 N6693,N36712,"['N36712', 'N24686', 'N6693']"
U9012,N57651 N36681 N49685,N49685,"['N57651', 'N36681', 'N49685']"
U85297,N24180 N11301 N10688,N10688,"['N24180', 'N11301', 'N10688']"
U82419,N7821 N12029 N36599 N42977,N12029,"['N7821', 'N12029', 'N36599', 'N42977']"
U4293,N7821 N12029,N12029,"['N7821', 'N12029']"
U45956,N56243 N28910 N12537 N33619,N33619,"['N56243', 'N28910', 'N12537', 'N33619']"
U75622,N63970 N62360 N24111 N7319,N63970,"['N63970', 'N62360', 'N24111', 'N7319']"
U85634,N63970 N40839 N58363,N63970,"['N63970', 'N40839', 'N58363']"
U70381,N19092 N6890 N20495 N17059,N20495,"['N19092', 'N6890', 'N20495', 'N17059']"
U63808,N27560 N261,N261,"['N27560', 'N261']"
U14971,N56211 N59267 N27737 N33828 N23089,N33828,"['N56211', 'N59267', 'N27737', 'N33828', 'N23089']"
U64752,N23414 N46029,N23414,"['N23414', 'N46029']"
U10330,N35729 N55689,N55689,"['N35729', 'N55689']"
U48042,N47061 N287,N287,"['N47061', 'N287']"
U44201,N49685 N48759 N35729 N62729,N62729,"['N49685', 'N48759', 'N35729', 'N62729']"
U9579,N49279 N61022,N49279,"['N49279', 'N61022']"
U21734,N47020 N1034 N65185,N65185,"['N47020', 'N1034', 'N65185']"
U36300,N51048 N26025 N287 N39010,N287,"['N51048', 'N26025', 'N287', 'N39010']"
U83182,N53585 N55689,N53585,"['N53585', 'N55689']"
U46263,N5981 N46892 N32207 N4238,N46892,"['N5981', 'N46892', 'N32207', 'N4238']"
U73229,N63970 N42634 N40839 N62360,N62360,"['N63970', 'N42634', 'N40839', 'N62360']"
U88716,N47061 N45266 N51048 N287 N59673,N45266,"['N47061', 'N45266', 'N51048', 'N287', 'N59673']"
U32229,N23414 N53585 N55689,N23414,"['N23414', 'N53585', 'N55689']"
U41800,N27581 N55689 N6693 N35729,N55689,"['N27581', 'N55689', 'N6693', 'N35729']"
U65657,N30518 N46526 N41222 N54489 N53585,N53585,"['N30518', 'N46526', 'N41222', 'N54489', 'N53585']"
U62264,N50675 N16920 N54489 N36789,N36789,"['N50675', 'N16920', 'N54489', 'N36789']"
U67546,N55689 N35729,N55689,"['N55689', 'N35729']"
U61315,N54489 N23414 N46029,N54489,"['N54489', 'N23414', 'N46029']"
U49724,N33619 N52122,N52122,"['N33619', 'N52122']"
U18974,N33981 N26179 N37394 N49279,N49279,"['N33981', 'N26179', 'N37394', 'N49279']"
U18659,N33885 N7821 N33677 N20495,N33885,"['N33885', 'N7821', 'N33677', 'N20495']"
U33023,N61787 N42457 N56214 N64174,N42457,"['N61787', 'N42457', 'N56214', 'N64174']"
U415,N4642 N26025 N53848,N26025,"['N4642', 'N26025', 'N53848']"
U4813,N41934 N52867 N56211 N61233 N48487,N41934,"['N41934', 'N52867', 'N56211', 'N61233', 'N48487']"
U63862,N46526 N23414 N46029 N54489 N8191,N23414 N54489,"['N46526', 'N23414', 'N46029', 'N54489', 'N8191']"
U88802,N63970 N7319,N63970,"['N63970', 'N7319']"
U56751,N49279 N61022,N49279,"['N49279', 'N61022']"
U83928,N12029 N42977,N42977,"['N12029', 'N42977']"
U3908,N50872 N52867,N52867,"['N50872', 'N52867']"
U71087,N63970 N40839 N42634 N58363,N63970,"['N63970', 'N40839', 'N42634', 'N58363']"
U35686,N64094 N287 N51048 N39010,N287,"['N64094', 'N287', 'N51048', 'N39010']"
U64378,N64851 N58363 N63970,N58363,"['N64851', 'N58363', 'N63970']"
U63103,N37338 N53031,N53031,"['N37338', 'N53031']"
U68801,N13930 N55204 N53585 N55689,N53585,"['N13930', 'N55204', 'N53585', 'N55689']"
U75576,N55689 N52622 N53585 N55204,N53585,"['N55689', 'N52622', 'N53585', 'N55204']"
U14836,N7821 N33885 N12029,N33885,"['N7821', 'N33885', 'N12029']"
U17204,N52867 N41934 N56211 N27737 N61233,N41934,"['N52867', 'N41934', 'N56211', 'N27737', 'N61233']"
U4840,N61022 N49279,N49279,"['N61022', 'N49279']"
U60224,N55689 N35729,N55689,"['N55689', 'N35729']"
U8875,N61740 N61233,N61233,"['N61740', 'N61233']"
U76625,N20495 N33885,N33885,"['N20495', 'N33885']"
U77288,N35729 N55689,N55689,"['N35729', 'N55689']"
U10974,N52622 N35729 N53585 N55689,N55689,"['N52622', 'N35729', 'N53585', 'N55689']"
U21497,N64513 N61022 N21882 N49279,N49279,"['N64513', 'N61022', 'N21882', 'N49279']"
U49165,N7809 N35729 N55689 N59981,N55689,"['N7809', 'N35729', 'N55689', 'N59981']"
U8365,N36681 N49685 N26952,N26952,"['N36681', 'N49685', 'N26952']"
U86910,N55204 N55689 N13930 N23414 N43502,N55689,"['N55204', 'N55689', 'N13930', 'N23414', 'N43502']"
U46179,N20452 N63913 N22975 N55322 N8595,N20452,"['N20452', 'N63913', 'N22975', 'N55322', 'N8595']"
U48426,N61022 N49279,N49279,"['N61022', 'N49279']"
U71962,N19444 N47061 N14726 N27205,N27205,"['N19444', 'N47061', 'N14726', 'N27205']"
U78078,N62360 N52122 N41020 N7319,N52122,"['N62360', 'N52122', 'N41020', 'N7319']"
U11895,N64252 N42457,N42457,"['N64252', 'N42457']"
U77033,N58363 N27560 N63970 N40839,N40839,"['N58363', 'N27560', 'N63970', 'N40839']"
U5349,N33619 N47578 N50675,N33619,"['N33619', 'N47578', 'N50675']"
U27693,N50872 N25165,N50872,"['N50872', 'N25165']"
U58474,N47453 N11830 N44694 N49279,N49279,"['N47453', 'N11830', 'N44694', 'N49279']"
U45163,N19592 N12744 N47061 N1531 N35847,N1531,"['N19592', 'N12744', 'N47061', 'N1531', 'N35847']"
U4757,N4642 N19592,N19592,"['N4642', 'N19592']"
U54306,N50675 N42966 N453 N33619 N47578,N453,"['N50675', 'N42966', 'N453', 'N33619', 'N47578']"
U41318,N35729 N55689,N55689,"['N35729', 'N55689']"
U75440,N49180 N33619 N7319 N48473 N41020,N41020,"['N49180', 'N33619', 'N7319', 'N48473', 'N41020']"
U87624,N63970 N58363 N40839 N64851,N64851,"['N63970', 'N58363', 'N40839', 'N64851']"
U2145,N7319 N63970,N7319,"['N7319', 'N63970']"
U26557,N38779 N6578 N23446,N38779,"['N38779', 'N6578', 'N23446']"
U63778,N41020 N7319 N62360 N52122,N52122,"['N41020', 'N7319', 'N62360', 'N52122']"
U40077,N33677 N7821 N17059 N42977,N33677,"['N33677', 'N7821', 'N17059', 'N42977']"
U1383,N63970 N7319,N63970,"['N63970', 'N7319']"
U77457,N53585 N45270 N55689,N53585,"['N53585', 'N45270', 'N55689']"
U23304,N23414 N55689 N53585,N53585,"['N23414', 'N55689', 'N53585']"
U82719,N45266 N47061,N47061,"['N45266', 'N47061']"
U43429,N4642 N56214,N56214,"['N4642', 'N56214']"
U65232,N58363 N63970 N64851,N64851,"['N58363', 'N63970', 'N64851']"
U88154,N287 N64094 N39010 N51048,N287,"['N287', 'N64094', 'N39010', 'N51048']"
U65982,N42961 N27581 N35729 N13801,N35729,"['N42961', 'N27581', 'N35729', 'N13801']"
U54306,N49685 N31273,N49685,"['N49685', 'N31273']"
U8588,N33619 N20079 N50675 N47578,N33619,"['N33619', 'N20079', 'N50675', 'N47578']"
U40571,N61022 N21882 N64513 N49279,N49279,"['N61022', 'N21882', 'N64513', 'N49279']"
U46616,N40839 N62360 N58363 N27560 N63970,N58363,"['N40839', 'N62360', 'N58363', 'N27560', 'N63970']"
U6386,N55204 N55689,N55689,"['N55204', 'N55689']"
U22592,N59252 N28047,N59252,"['N59252', 'N28047']"
U63897,N55204 N52622 N55689 N53585,N53585,"['N55204', 'N52622', 'N55689', 'N53585']"
U85256,N35729 N59981,N35729,"['N35729', 'N59981']"
U76709,N35729 N55689,N55689,"['N35729', 'N55689']"
U22563,N49180 N52122 N41020 N62360,N52122,"['N49180', 'N52122', 'N41020', 'N62360']"
U22765,N62360 N41020 N52122 N49180,N62360,"['N62360', 'N41020', 'N52122', 'N49180']"
U92293,N23446 N50872,N50872,"['N23446', 'N50872']"
U87514,N55689 N55204 N53585,N55204,"['N55689', 'N55204', 'N53585']"
U56523,N12493 N64851 N45173,N12493,"['N12493', 'N64851', 'N45173']"
U17361,N47061 N45266,N47061,"['N47061', 'N45266']"
U47287,N47267 N17357,N47267,"['N47267', 'N17357']"
U67719,N7319 N20069 N63970 N62360,N63970,"['N7319', 'N20069', 'N63970', 'N62360']"
U25522,N287 N39010,N287,"['N287', 'N39010']"
U60448,N64851 N12493,N12493,"['N64851', 'N12493']"
U11894,N61022 N21882 N64513 N49279,N49279,"['N61022', 'N21882', 'N64513', 'N49279']"
U64649,N61740 N61233,N61740,"['N61740', 'N61233']"
U59079,N40839 N58363 N27560 N64851 N63970,N58363,"['N40839', 'N58363', 'N27560', 'N64851', 'N63970']"
U62079,N58363 N63970,N58363,"['N58363', 'N63970']"
U91232,N43502 N55204 N38662 N23414 N13930,N13930,"['N43502', 'N55204', 'N38662', 'N23414', 'N13930']"
